block_time,hash,label,sender,target
2026-04-24 05:22:11.000 UTC,0x52603a4a188306b9c7d0e33028c8f2ff2ff0df22874c418cf147b5ef6863d4ab,AMM,0x295fc34f1742c4e8bd1bfeb3711be567919fa72d,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:11.000 UTC,0x06a637fccc68097265d85856ce95d3b9a7c45c13a270d704c2cd40b8e6ea5d93,AMM,0xd8a55ca7dbff9555a94061c8c8290f2ce3231f0b,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:11.000 UTC,0x821c61b225f5ed63297b6df7796c4cb143f6330b7385958baeb17ccd53c851b9,AMM,0x8ca0a5d199f81775fc19da348828f2dc872eab44,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:11.000 UTC,0xe9ed0622cec0317a5246e68cd472bcb4d659220aa27b556df782d84b6fba32f3,AMM,0x2f95bef71a3a0427e32d0efd201add89b55ed10f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:11.000 UTC,0x384a7a91ec620d36e00bec8f963ff176371dc703f24390b78d65bc89ed40f1c3,AMM,0x287c1abaa1be68951f27e9470a10d314a1ee6e4f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:23.000 UTC,0x6c9586e91618f5d858b96f8920961b4a037b290eb77e68e91461df5159b97258,AMM,0xe528b9ad9a160883eb609865a75b57b2562ec24f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:23.000 UTC,0x60bcabfc598d3f6658e74e88456f556492c7d2dcc3918156384b331b96afbed8,AMM,0x6f5cc195bad1e84d42c944f60c0d298c4d297ffc,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:23.000 UTC,0x11f2da186380fd31add883a82f5cbe73bc6aa431205b0ec57a10514d2757c988,AMM,0x22fa3c091c58362fd9399b9bc61f3e24d3d6a4d4,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:35.000 UTC,0x9bdf29fffb7351cefdbe13c77b5132a9169afe1e73393c5658053ddb2055e1e4,AMM,0xc0a1b44ef8ac57c062e8ada92e29f6bd66a1dc2c,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:59.000 UTC,0x1f139fcce0b69352362c67d4fa5119c25c9a02ab60175218ff13b7caaee495df,AMM,0x23867a1c4dc0a1f37efb95cdb231d9b21065697c,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:59.000 UTC,0x99b61618f0f7742ff0842a9334e13eca1e427c5861546b5d41e6dc79256ed327,AMM,0x287c1abaa1be68951f27e9470a10d314a1ee6e4f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:59.000 UTC,0x03d9129a49ea1b464f46b44e1e7384bcb2c158990c82d50e9044debb95e8d377,AMM,0xb6b120d2c68fd0920be9df90bc4c7cde69f11828,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:22:59.000 UTC,0x48f2d8515a9d1fa42e20659b421a2d778518a73269d3dea21f571393aa6d8332,AMM,0x926082fb05a01c1cf257a26d829406b6d8c85194,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:23:11.000 UTC,0xc4ec1df6f78136e82a26b361500e3a585b12693d6c87a494d965222743a5745e,AMM,0x5b77ec2bb38fbedb16c9059ea67769b3aee58033,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:23:11.000 UTC,0x3a8dab033ff94b5755c21faba8165ffd3d65e579b43fb4f52480ce919f08cdaf,AMM,0xbd527afbf418f8d68956f88f0ee9172d2a8b579f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:23:11.000 UTC,0xbe55daaa7e7cc22fc55d0f77998cbe099698a8559379d8c204bdea534d0e3b14,AMM,0x136c29ac5b2c63eea1fed54354dfc13c475a410a,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:23:23.000 UTC,0x0734bae558279d9572a5bbf6c6ce054b937a966a66afa6167983a5e6b1d91baa,AMM,0x7576b7869bd7ad8c8fb58a248d82f4e9fb0f55d6,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:23:23.000 UTC,0x2e25085f31b762603481900c92440770279fe2a10f863d5107ad91b0f0f80e6d,AMM,0xf467f4a00c250ebebfbde5bf377b4b8f0a29e27b,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:23:23.000 UTC,0xed75d46825f704e7c22987e5dbc73979f2eaae8bdb37b44c8459e1e312e94ee6,AMM,0x121558883de9fb6f632ec2153388e89f663b38ce,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:23:23.000 UTC,0xdc97426f1764d587801b8fba44c7584c8e78ca53d8b0e84065c23504c21e7953,AMM,0x3c3dd70be82e23448894ca9352d9134bde138915,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:23:35.000 UTC,0x40fc836488a2080ed3f4f787bcc85387b6860ffe0b8eb72b8aa5f5f5945a9755,AMM,0x8ca0a5d199f81775fc19da348828f2dc872eab44,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:23:35.000 UTC,0x2979151c1a9d27bdb1ee635a9185f9522719c6602784ba1e3e0b9d343fd62560,AMM,0x295fc34f1742c4e8bd1bfeb3711be567919fa72d,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0x7c05e85310acccfbe86dcc575f0699d537399305d32949be4cc8da32e2fe8f4f,AMM,0x3a2787875ed68264bbbf29f939042523e03a6659,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0x290fab0648747b0265ac1bac08f5cb3953a4698dce52de19fa1aa01a0551c35d,AMM,0xe223aa7fdb9eead6172132fe892a87d05ceeabad,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0x5052c2ad5b9a4b1734d96d21670d50eb2e4ed33d66d3f13bd3a9d83da1e6aca0,AMM,0xbb6d772525c71e5ee1b6315b2d8c2d95d5e63f6f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0xaf164896fba581b8edbc4ee776d7ada6275ece9fe3b8c67e08565cfc4cedfa89,AMM,0x287c1abaa1be68951f27e9470a10d314a1ee6e4f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0xe21409f70ccef04d90e9841093c8685f12d4d62c786d06b0e0e519e798378a58,AMM,0x8c617aa8ad97d655239197edd8274c2c1bb2e942,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0x3f75486f18c7b8bec1dae940f2b42d3ff4012386302efc6faf7495cbe0a648a9,AMM,0x39d216609f1d944e32379328e6f89b64b5e52a13,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0x8ed875c23b86f54fcc982b1e4adf20c18b437801e91ec1526d2612724391526e,AMM,0xb319db87ac8590be9e89b5dd296272d89b0c5135,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0x85084dc7a60108cfea6e6dee690691530012daa6d7197ce6493508da03496243,AMM,0xaa51b2c810edd5b4054fd98ab663e02d0e8b07ab,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0x3d4e128d38f8b4157e205f52a87ea6a5c69b27b3f6d24e65a0ace401ad94633e,AMM,0x17d9008eda9eea957ec8db3a9f30c7ef89c59b58,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:11.000 UTC,0x67f6045268e270b8b0e97a4fd80fb4e1e9fd1469730268364d5313ce75907025,AMM,0x32a52267f8db89beec1f823339c8a9def9204ae7,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:23.000 UTC,0x20c8f55ac18278a20f9a647a802dc34d693f9c127dd78b80a06cd7467cfc6a12,AMM,0x3c3dd70be82e23448894ca9352d9134bde138915,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:35.000 UTC,0x8bc27f2e6fbde078e3eb9bd038fccd25e6624bf7039fe9ec383a8ea8667ad865,AMM,0x30c1a6bb74c42a410232d26b06742a44689363b5,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:35.000 UTC,0x362079921a68ab1d038cd1fad9e207923fbd4da074a1ebd1f924ea61f11ac1ba,AMM,0x0fe5e53f361138da714255a74a6e9fe14e54a6da,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:35.000 UTC,0x07c589f7354b8f36a52928a480185c401f199db74cc11b9481d20db91836972b,AMM,0xdcf7f5a871c97df8cff0c5f60efeb4e39c4399cf,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:47.000 UTC,0x23a2cbfbbcffe35f8680e491d36e410b5230b2c178cb113f9b4bb595138587a5,AMM,0x1c17afa4e560a9dc787692e6207de6413f21d3f9,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:47.000 UTC,0x9d53c24a2f778409e6f9187a6be07748c73e098c6c896520f3a800fc27a8ff05,AMM,0x8e879a0b09b01c4a0763fe5797de62253c4a82d1,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:47.000 UTC,0xad57a953e6086fc41d3c205392cca65ac0b230740b8f417c470988782c6c187a,AMM,0x37268d8615daa91a20e72c873948c45688ce1d2f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:47.000 UTC,0x7659f50d6dc6b1ac1ac3d16e652fa3af1b0b04a6ddca87e5e1e5b67983438ff2,AMM,0x6c7dd55ad86ff808b932c66241f0b3dd982f1346,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:47.000 UTC,0xc8e4e97940bd2fcada34c49eaf1ae406adb2ad96a15922f353d259379a3429f4,AMM,0x750e70496c9ebe5a13551f0147e02206861869a4,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:47.000 UTC,0x5dceb31a3411115f3ec8b89a6f39d683bf79f90b2d49b4ea8dfe02fa72fd1195,AMM,0x440277f9d7329eb60ebe7c2f1bcc1566341b4117,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:47.000 UTC,0x59d1f643984c21bbb94f939f7c6e1860432cba1bd5eff6e4ebd5222beca71020,AMM,0xcad136e593ae50cd1563d2b276d553008f65182d,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:59.000 UTC,0xb1f7a72fdd578aaf729e04e7d327a0265b1125235504656aa6b2e24edef6c783,AMM,0x366976d603b89e69003a25a0db36fe52df8d79fc,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:24:59.000 UTC,0x6d508244590957ccea4dc89dc06f15633e21243bec3f9f8c5235383b62c66815,AMM,0xe7feaf68a87dff9dc156bec1b465c93ee69fb146,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:11.000 UTC,0x2b7fb428eb296c5ee7c58437e6206eeac010af6f82050f0cfebb4e7fa367a610,AMM,0x440277f9d7329eb60ebe7c2f1bcc1566341b4117,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:11.000 UTC,0x61ed8d34682da232de802087d3bf385527d7e77aea112d323b3dae53c89fa48a,AMM,0x9785aef755fc438f8316c446e3120b0b2b4dc858,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:11.000 UTC,0xdb1abdf7022876c28dce3a68d139469dbb7a5bb6eba53460c7d65ad3cbe259e3,AMM,0x1c17afa4e560a9dc787692e6207de6413f21d3f9,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:23.000 UTC,0xc1fa9b8d1d1c2a12aa1061ae024d57d4adc90b162a32cbfe23c4708597a8b044,AMM,0x1447cce860310420d347d1cd71d5e6c82271f8e2,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:23.000 UTC,0xd9b7da90336370c210a50396eb8cd79241dce67e7e02c5fe3390b240d38b3640,AMM,0x3850ed40cef7c08597e6e7876fc5fc2744170b2b,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:23.000 UTC,0xd14a395cbf1a0096c1df799d2156ddf002cb7b30607e9208d1aa32330f109501,AMM,0x440277f9d7329eb60ebe7c2f1bcc1566341b4117,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:23.000 UTC,0xf572f25c3c86d270da9347a96cf2a4621811e5c3ab993984d257ad400c560f6b,AMM,0xb319db87ac8590be9e89b5dd296272d89b0c5135,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:35.000 UTC,0x59419f9cd3ce2f2951a9b06e4e8c27e55d17a6b172165d9636b72e0d64552edb,AMM,0xa6021a7617251b2c8549a0d64a18ab2d095b3e2c,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:35.000 UTC,0x7651d6eedeb97bf0f4aa9af74094a4d8afb5809759e0975c340483a9ed6a80b0,AMM,0x8a906eaaa9ba736c57315177411068e67b28c194,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:35.000 UTC,0xe0aff594b1e96886dcf656a07dfa3433c0f837e4c2f0e7a217172fb14d57d2e2,AMM,0x287c1abaa1be68951f27e9470a10d314a1ee6e4f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:35.000 UTC,0xe337dadd682830ca72ae48f1e5a62ff90728fd363d57dfb42c0bb3d3de815a39,AMM,0x6c7dd55ad86ff808b932c66241f0b3dd982f1346,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:35.000 UTC,0xb37ca73b3189509323e46e43c648b5848b06a59a362f3cae679f4395b67c6595,AMM,0xb8a52fff0c16c27aff3b718cadffb19ec21f7c8e,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:35.000 UTC,0x57caaca0287d2391d596b9e8f2f2beb59eb1b406a7110bfd2fe638013483e064,AMM,0xdda2564516682d9dc693ee335d2a2f2fc1c02442,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:35.000 UTC,0x20bdf4064201eb463448a97cf75232474da4b0470c9970d6a41e12915557e901,AMM,0x295fc34f1742c4e8bd1bfeb3711be567919fa72d,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:35.000 UTC,0x215d2527c1b555c92faf081a51b36dc0d64a186fb63432dfce367190c864dfce,AMM,0x440277f9d7329eb60ebe7c2f1bcc1566341b4117,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:25:59.000 UTC,0x2d29d5e05343d44da7b0fa2f44ece2f2b51b8eac3b169775ea48f9285a7246f5,AMM,0x7c8f89302a501ec7474ddad0b1abb7a22440981e,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:23.000 UTC,0x1e2fc96b65e68188129498f052b17d40ba9308454649fe71dcbc0d0faa3d9af7,AMM,0x9c865016b71f6d1254182475ee9fa545754d240c,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:23.000 UTC,0x6f880174158ab083819ecc526928a068e53a67b040e7baba2ed9f684e11ba9bf,AMM,0xae4611cae4846e015383d6dc149f293633f1973d,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:35.000 UTC,0x0f7fd5664c259c2389cadabf86bc1d95de2b4d667abcc3bd03459b623ab76b64,AMM,0x1c0aff3a75512455ff1d148e55ded32dedacd04c,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:35.000 UTC,0xd0b6102c05138ab813daa0f295f17c05dd2ee78229fef9d1c699d631aaf36525,AMM,0xedb81afaecc2379635b25a752b787f821a46644c,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:47.000 UTC,0xdde43916e95aa4014696d8fa25079b1e0617b6c685cc00d33b0a6845205a82f3,AMM,0xbd335029abb90313cecfea37d1dc040623963c3b,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:47.000 UTC,0xc84af580c541076d4a11671807858024f42e095da1b781afb37d06fea8b16602,AMM,0xc0a1b44ef8ac57c062e8ada92e29f6bd66a1dc2c,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:47.000 UTC,0xf2a6d275841e48b687ae5ff5e3eee9898f1096b89c11ff8b7789843b9fedc6a6,AMM,0x4bae89ac2c4d34eeda13ff3952bf718b6fdf0f66,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:47.000 UTC,0x2bf8bcbea88c75426ae2661d1e7633eb484d6523efef3e2d7e47d8265e2b11a8,AMM,0x653c6c4859c69e5df0f86184f3203aeb2b3a3773,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:47.000 UTC,0xce5d3405a78b6ac366fae473e5131f5b3bd0f4e4c2f0292871d5790914660753,AMM,0xa6021a7617251b2c8549a0d64a18ab2d095b3e2c,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:47.000 UTC,0x0fd487ce7a0cc8245fe38e8ab755e81a2dec0784fd6548933655d9244ccc984f,AMM,0xf3cc3accbc3df0384d689585bbafdad268003b12,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:26:47.000 UTC,0xe78d8d3c45ac66c5ce154ed64c6204800e289fece10e0a7640a05a87f88af07d,AMM,0x22a03778c664a0d0e1db5a93ffc75ed3730e5fbb,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0xcfd50492a2cea4db822b8368dd5270679dfd7e27da120138eabf5932abb0b88c,AMM,0x97b92226f535a752ca9775f77ae1c63636aa6547,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0xcbd39886dcd48bff668ccf97d1c1e4607abfe4ecc0c8c65a838a9c1d5db83f71,AMM,0x555e487fb6ccc7779e0208c53a08f543a7f3d103,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0x19edb152b3a3de9316ad89bce75c48ffbd30f7c0ee6ae802bc99f930386a2c81,AMM,0x1a4572801b40db74c1c8f2947ce01c55f35842ac,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0xaa01b8ce94b844f9a400d1ac634f44477312fcb39399ea0ebfadbe3c9d79771c,AMM,0xb319db87ac8590be9e89b5dd296272d89b0c5135,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0xa40db38a1e2926d8f17378977b4426101caf4423b89c654ef082a163ba5d1cae,AMM,0x5125011f8749f7c4dfe4e9585c6dc62e3f9e00a6,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0xaf295bad1e3818529c949e540a7a222607aa4f086d1cff68df8fd02863ba6138,AMM,0xe51faf16f4ee8cc168949077ac624e745bb93720,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0x0b7b6ab55782eeec8bdf4ad314d16bf70012446a2fa6f467c0af01710c76becd,AMM,0xb2467b0a3e2e338c52ea6b1b449c86c908345cb0,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0x3597cc5ae426a0189a5231fc77b5e3bdb4c716c83e721ef1ff38485b5e20e34c,AMM,0x287c1abaa1be68951f27e9470a10d314a1ee6e4f,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0x5cf802b5091f645e378cb7b698701ca9714d0696fbe5636d267714fbfcd3240b,AMM,0x22a03778c664a0d0e1db5a93ffc75ed3730e5fbb,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:11.000 UTC,0x6f3d92a6745e550164b5e7b6d72955a62ad28baab084dfc3584a2ac22a575a33,AMM,0xf6a7973fe1dfe29fc07279e9c4893ac715f55a60,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:23.000 UTC,0x6ec3e40416c485018a2153b6e32b955bfc5101b2c2f82adf55f1e2552cc6de75,AMM,0x9097af93c296ee5bd2bede0ed35c70ec10a9b302,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
2026-04-24 05:27:23.000 UTC,0xda26611b7be853efcf0862e14268cf3eadfe526cf8468a3fac9f402fa49f97f7,AMM,0x1ca2d90ece7e885627227f24fccb8789a1f36c6d,0x66a9893cc07d91d95644aedd05d03f95e1dba8af
